4008955;No_Human;situation
4008955;Follow_Path;expectation
4008955;No Activity detected;hmm_compound
4008955;placement_Place_Outside;intent_placement
4008955;target_Place_Unknown;intent_target
4008956;next_Place_Unknown;intent_next
4008956;########;
4009134;No_Human;situation
4009134;Follow_Path;expectation
4009134;No Activity detected;hmm_compound
4009135;placement_Place_Unknown;intent_placement
4009135;target_Place_A;intent_target
4009135;next_Place_Unknown;intent_next
4009135;########;
4009188;No_Human;situation
4009189;Follow_Path;expectation
4009189;No Activity detected;hmm_compound
4009189;placement_Place_Outside;intent_placement
4009190;target_Place_Unknown;intent_target
4009190;next_Place_Unknown;intent_next
4009190;########;
4009212;No_Human;situation
4009212;Follow_Path;expectation
4009213;No Activity detected;hmm_compound
4009213;placement_Place_Outside;intent_placement
4009213;target_Place_Unknown;intent_target
4009213;next_Place_Unknown;intent_next
4009214;########;
4009236;No_Human;situation
4009236;Follow_Path;expectation
4009237;No Activity detected;hmm_compound
4009237;placement_Place_Outside;intent_placement
4009237;target_Place_Unknown;intent_target
4009237;next_Place_Unknown;intent_next
4009237;########;
4009260;With_Human;situation
4009260;Follow_Path;expectation
4009260;Standing_Unmoved;hmm_movement
4009261;No Activity detected;hmm_compound
4009261;placement_Place_Outside;intent_placement
4009261;target_Place_Unknown;intent_target
4009261;next_Place_Unknown;intent_next
4009261;########;
4009284;With_Human;situation
4009285;Follow_Path;expectation
4009285;Standing_Unmoved;hmm_movement
4009285;No Activity detected;hmm_compound
4009285;placement_Place_Outside;intent_placement
4009286;target_Place_Unknown;intent_target
4009286;next_Place_Unknown;intent_next
4009286;########;
4009308;No_Human;situation
4009308;Follow_Path;expectation
4009309;No Activity detected;hmm_compound
4009309;placement_Place_Outside;intent_placement
4009309;target_Place_Unknown;intent_target
4009309;next_Place_Unknown;intent_next
4009309;########;
4009331;No_Human;situation
4009331;Follow_Path;expectation
4009332;Standing_Unmoved;hmm_movement
4009332;No Activity detected;hmm_compound
4009332;placement_Place_Outside;intent_placement
4009332;target_Place_Unknown;intent_target
4009333;next_Place_Unknown;intent_next
4009333;########;
4009355;No_Human;situation
4009355;Follow_Path;expectation
4009356;No Activity detected;hmm_compound
4009356;placement_Place_Outside;intent_placement
4009356;target_Place_Unknown;intent_target
4009356;next_Place_Unknown;intent_next
4009357;########;
4009379;No_Human;situation
4009379;Follow_Path;expectation
4009379;No Activity detected;hmm_compound
4009379;placement_Place_Outside;intent_placement
4009380;target_Place_Unknown;intent_target
4009380;next_Place_Unknown;intent_next
4009380;########;
4009403;No_Human;situation
4009403;Follow_Path;expectation
4009404;Standing_Unmoved;hmm_movement
4009404;No Activity detected;hmm_compound
4009404;placement_Place_Outside;intent_placement
4009404;target_Place_Unknown;intent_target
4009405;next_Place_Unknown;intent_next
4009405;########;
4009441;No_Human;situation
4009441;Follow_Path;expectation
4009441;No Activity detected;hmm_compound
4009441;placement_Place_Outside;intent_placement
4009442;target_Place_Unknown;intent_target
4009442;next_Place_Unknown;intent_next
4009442;########;
4009472;No_Human;situation
4009472;Follow_Path;expectation
4009473;No Activity detected;hmm_compound
4009473;placement_Place_Outside;intent_placement
4009473;target_Place_Unknown;intent_target
4009473;next_Place_Unknown;intent_next
4009474;########;
4009508;No_Human;situation
4009508;Follow_Path;expectation
4009508;Standing_Unmoved;hmm_movement
4009509;No Activity detected;hmm_compound
4009509;placement_Place_Outside;intent_placement
4009509;target_Place_Unknown;intent_target
4009509;next_Place_Unknown;intent_next
4009510;########;
4009532;No_Human;situation
4009532;Follow_Path;expectation
4009533;No Activity detected;hmm_compound
4009533;placement_Place_Outside;intent_placement
4009533;target_Place_Unknown;intent_target
4009534;next_Place_Unknown;intent_next
4009534;########;
4009556;No_Human;situation
4009556;Follow_Path;expectation
4009556;No Activity detected;hmm_compound
4009556;placement_Place_Outside;intent_placement
4009557;target_Place_Unknown;intent_target
4009557;next_Place_Unknown;intent_next
4009557;########;
4009586;No_Human;situation
4009587;Follow_Path;expectation
4009587;Standing_Unmoved;hmm_movement
4009587;No Activity detected;hmm_compound
4009587;placement_Place_Outside;intent_placement
4009588;target_Place_Unknown;intent_target
4009588;next_Place_Unknown;intent_next
4009588;########;
4009611;No_Human;situation
4009612;Follow_Path;expectation
4009612;No Activity detected;hmm_compound
4009612;placement_Place_Outside;intent_placement
4009612;target_Place_Unknown;intent_target
4009613;next_Place_Unknown;intent_next
4009613;########;
4009636;No_Human;situation
4009636;Follow_Path;expectation
4009637;No Activity detected;hmm_compound
4009637;placement_Place_Outside;intent_placement
4009637;target_Place_Unknown;intent_target
4009637;next_Place_Unknown;intent_next
4009637;########;
4009675;No_Human;situation
4009675;Follow_Path;expectation
4009676;Standing_Unmoved;hmm_movement
4009676;No Activity detected;hmm_compound
4009676;placement_Place_Outside;intent_placement
4009677;target_Place_Unknown;intent_target
4009677;next_Place_Unknown;intent_next
4009677;########;
4009702;No_Human;situation
4009702;Follow_Path;expectation
4009703;No Activity detected;hmm_compound
4009703;placement_Place_Outside;intent_placement
4009703;target_Place_Unknown;intent_target
4009703;next_Place_Unknown;intent_next
4009704;########;
4009726;No_Human;situation
4009727;Follow_Path;expectation
4009727;No Activity detected;hmm_compound
4009727;placement_Place_Outside;intent_placement
4009727;target_Place_Unknown;intent_target
4009728;next_Place_Unknown;intent_next
4009728;########;
4009751;No_Human;situation
4009751;Follow_Path;expectation
4009751;Standing_Unmoved;hmm_movement
4009752;No Activity detected;hmm_compound
4009752;placement_Place_Outside;intent_placement
4009752;target_Place_Unknown;intent_target
4009753;next_Place_Unknown;intent_next
4009753;########;
4009778;No_Human;situation
4009778;Follow_Path;expectation
4009778;No Activity detected;hmm_compound
4009778;placement_Place_Outside;intent_placement
4009778;target_Place_Unknown;intent_target
4009779;next_Place_Unknown;intent_next
4009779;########;
4009802;No_Human;situation
4009802;Follow_Path;expectation
4009803;No Activity detected;hmm_compound
4009803;placement_Place_Outside;intent_placement
4009803;target_Place_Unknown;intent_target
4009803;next_Place_Unknown;intent_next
4009804;########;
4009830;No_Human;situation
4009830;Follow_Path;expectation
4009830;Standing_Unmoved;hmm_movement
4009830;No Activity detected;hmm_compound
4009831;placement_Place_Outside;intent_placement
4009831;target_Place_Unknown;intent_target
4009831;next_Place_Unknown;intent_next
4009831;########;
4009854;No_Human;situation
4009854;Follow_Path;expectation
4009854;No Activity detected;hmm_compound
4009855;placement_Place_Outside;intent_placement
4009855;target_Place_Unknown;intent_target
4009855;next_Place_Unknown;intent_next
4009855;########;
4009878;No_Human;situation
4009878;Follow_Path;expectation
4009879;Standing_Unmoved;hmm_movement
4009879;No Activity detected;hmm_compound
4009879;placement_Place_Outside;intent_placement
4009880;target_Place_Unknown;intent_target
4009880;next_Place_Unknown;intent_next
4009880;########;
4009903;No_Human;situation
4009903;Follow_Path;expectation
4009903;No Activity detected;hmm_compound
4009904;placement_Place_Outside;intent_placement
4009904;target_Place_Unknown;intent_target
4009904;next_Place_Unknown;intent_next
4009904;########;
4009939;No_Human;situation
4009939;Follow_Path;expectation
4009940;No Activity detected;hmm_compound
4009940;placement_Place_Outside;intent_placement
4009940;target_Place_Unknown;intent_target
4009941;next_Place_Unknown;intent_next
4009941;########;
4009969;No_Human;situation
4009970;Follow_Path;expectation
4009970;No Activity detected;hmm_compound
4009970;placement_Place_Outside;intent_placement
4009970;target_Place_Unknown;intent_target
4009970;next_Place_Unknown;intent_next
4009971;########;
4009992;No_Human;situation
4009993;Follow_Path;expectation
4009993;Standing_Unmoved;hmm_movement
4009993;No Activity detected;hmm_compound
4009993;placement_Place_Outside;intent_placement
4009994;target_Place_Unknown;intent_target
4009994;next_Place_Unknown;intent_next
4009994;########;
4010017;No_Human;situation
4010017;Follow_Path;expectation
4010017;No Activity detected;hmm_compound
4010018;placement_Place_Outside;intent_placement
4010018;target_Place_Unknown;intent_target
4010018;next_Place_Unknown;intent_next
4010018;########;
4010041;No_Human;situation
4010041;Follow_Path;expectation
4010042;Standing_Unmoved;hmm_movement
4010042;No Activity detected;hmm_compound
4010042;placement_Place_Outside;intent_placement
4010042;target_Place_Unknown;intent_target
4010042;next_Place_Unknown;intent_next
4010043;########;
4010069;No_Human;situation
4010070;Follow_Path;expectation
4010070;No Activity detected;hmm_compound
4010070;placement_Place_Outside;intent_placement
4010071;target_Place_Unknown;intent_target
4010071;next_Place_Unknown;intent_next
4010071;########;
4010094;No_Human;situation
4010095;Follow_Path;expectation
4010095;No Activity detected;hmm_compound
4010095;placement_Place_Outside;intent_placement
4010096;target_Place_Unknown;intent_target
4010096;next_Place_Unknown;intent_next
4010096;########;
4010127;No_Human;situation
4010127;Follow_Path;expectation
4010128;Standing_Unmoved;hmm_movement
4010128;No Activity detected;hmm_compound
4010128;placement_Place_Outside;intent_placement
4010128;target_Place_Unknown;intent_target
4010129;next_Place_Unknown;intent_next
4010129;########;
4010157;No_Human;situation
4010157;Follow_Path;expectation
4010157;No Activity detected;hmm_compound
4010157;placement_Place_Outside;intent_placement
4010158;target_Place_Unknown;intent_target
4010158;next_Place_Unknown;intent_next
4010158;########;
4010180;No_Human;situation
4010180;Follow_Path;expectation
4010180;No Activity detected;hmm_compound
4010181;placement_Place_Outside;intent_placement
4010181;target_Place_Unknown;intent_target
4010181;next_Place_Unknown;intent_next
4010181;########;
4010204;No_Human;situation
4010204;Follow_Path;expectation
4010204;Standing_Unmoved;hmm_movement
4010205;No Activity detected;hmm_compound
4010205;placement_Place_Outside;intent_placement
4010205;target_Place_Unknown;intent_target
4010205;next_Place_Unknown;intent_next
4010205;########;
4010228;No_Human;situation
4010228;Follow_Path;expectation
4010228;No Activity detected;hmm_compound
4010229;placement_Place_Outside;intent_placement
4010229;target_Place_Unknown;intent_target
4010229;next_Place_Unknown;intent_next
4010229;########;
4010253;No_Human;situation
4010253;Follow_Path;expectation
4010253;No Activity detected;hmm_compound
4010253;placement_Place_Outside;intent_placement
4010254;target_Place_Unknown;intent_target
4010254;next_Place_Unknown;intent_next
4010254;########;
4010276;No_Human;situation
4010276;Follow_Path;expectation
4010277;Standing_Unmoved;hmm_movement
4010277;No Activity detected;hmm_compound
4010277;placement_Place_Outside;intent_placement
4010277;target_Place_Unknown;intent_target
4010278;next_Place_Unknown;intent_next
4010278;########;
4010300;No_Human;situation
4010300;Follow_Path;expectation
4010301;No Activity detected;hmm_compound
4010301;placement_Place_Outside;intent_placement
4010301;target_Place_Unknown;intent_target
4010301;next_Place_Unknown;intent_next
4010302;########;
4010324;No_Human;situation
4010325;Follow_Path;expectation
4010325;Standing_Unmoved;hmm_movement
4010325;No Activity detected;hmm_compound
4010325;placement_Place_Outside;intent_placement
4010325;target_Place_Unknown;intent_target
4010326;next_Place_Unknown;intent_next
4010326;########;
4010349;No_Human;situation
4010349;Follow_Path;expectation
4010349;No Activity detected;hmm_compound
4010349;placement_Place_Outside;intent_placement
4010350;target_Place_Unknown;intent_target
4010350;next_Place_Unknown;intent_next
4010350;########;
4010373;No_Human;situation
4010373;Follow_Path;expectation
4010373;No Activity detected;hmm_compound
4010374;placement_Place_Outside;intent_placement
4010374;target_Place_Unknown;intent_target
4010374;next_Place_Unknown;intent_next
4010374;########;
4010397;No_Human;situation
4010397;Follow_Path;expectation
4010397;Standing_Unmoved;hmm_movement
4010397;No Activity detected;hmm_compound
4010398;placement_Place_Outside;intent_placement
4010398;target_Place_Unknown;intent_target
4010398;next_Place_Unknown;intent_next
4010398;########;
4010421;No_Human;situation
4010421;Follow_Path;expectation
4010421;No Activity detected;hmm_compound
4010421;placement_Place_Outside;intent_placement
4010422;target_Place_Unknown;intent_target
4010422;next_Place_Unknown;intent_next
4010422;########;
4010456;No_Human;situation
4010457;Follow_Path;expectation
4010457;No Activity detected;hmm_compound
4010457;placement_Place_Outside;intent_placement
4010457;target_Place_Unknown;intent_target
4010458;next_Place_Unknown;intent_next
4010458;########;
4010480;No_Human;situation
4010481;Follow_Path;expectation
4010481;Standing_Unmoved;hmm_movement
4010481;No Activity detected;hmm_compound
4010481;placement_Place_Outside;intent_placement
4010481;target_Place_Unknown;intent_target
4010482;next_Place_Unknown;intent_next
4010482;########;
4010505;No_Human;situation
4010505;Follow_Path;expectation
4010505;No Activity detected;hmm_compound
4010505;placement_Place_Outside;intent_placement
4010505;target_Place_Unknown;intent_target
4010506;next_Place_Unknown;intent_next
4010506;########;
4010530;No_Human;situation
4010530;Follow_Path;expectation
4010530;Standing_Unmoved;hmm_movement
4010531;No Activity detected;hmm_compound
4010531;placement_Place_Outside;intent_placement
4010531;target_Place_Unknown;intent_target
4010531;next_Place_Unknown;intent_next
4010531;########;
4010555;No_Human;situation
4010555;Follow_Path;expectation
4010555;No Activity detected;hmm_compound
4010555;placement_Place_Outside;intent_placement
4010556;target_Place_Unknown;intent_target
4010556;next_Place_Unknown;intent_next
4010556;########;
4010578;No_Human;situation
4010578;Follow_Path;expectation
4010579;No Activity detected;hmm_compound
4010579;placement_Place_Outside;intent_placement
4010579;target_Place_Unknown;intent_target
4010580;next_Place_Unknown;intent_next
4010580;########;
4010603;No_Human;situation
4010603;Follow_Path;expectation
4010603;Standing_Unmoved;hmm_movement
4010604;No Activity detected;hmm_compound
4010604;placement_Place_Outside;intent_placement
4010604;target_Place_Unknown;intent_target
4010604;next_Place_Unknown;intent_next
4010604;########;
4010628;No_Human;situation
4010628;Follow_Path;expectation
4010628;No Activity detected;hmm_compound
4010628;placement_Place_Outside;intent_placement
4010629;target_Place_Unknown;intent_target
4010629;next_Place_Unknown;intent_next
4010629;########;
4010653;No_Human;situation
4010653;Follow_Path;expectation
4010654;Standing_Unmoved;hmm_movement
4010654;No Activity detected;hmm_compound
4010654;placement_Place_Outside;intent_placement
4010654;target_Place_Unknown;intent_target
4010654;next_Place_Unknown;intent_next
4010655;########;
4010689;No_Human;situation
4010690;Follow_Path;expectation
4010690;No Activity detected;hmm_compound
4010690;placement_Place_Outside;intent_placement
4010690;target_Place_Unknown;intent_target
4010691;next_Place_Unknown;intent_next
4010691;########;
4010714;No_Human;situation
4010714;Follow_Path;expectation
4010714;No Activity detected;hmm_compound
4010715;placement_Place_Outside;intent_placement
4010715;target_Place_Unknown;intent_target
4010715;next_Place_Unknown;intent_next
4010715;########;
4010738;No_Human;situation
4010738;Follow_Path;expectation
4010739;No Activity detected;hmm_compound
4010739;placement_Place_Outside;intent_placement
4010739;target_Place_Unknown;intent_target
4010739;next_Place_Unknown;intent_next
4010740;########;
4010773;No_Human;situation
4010773;Follow_Path;expectation
4010773;Standing_Unmoved;hmm_movement
4010773;No Activity detected;hmm_compound
4010774;placement_Place_Outside;intent_placement
4010774;target_Place_Unknown;intent_target
4010774;next_Place_Unknown;intent_next
4010775;########;
4010798;No_Human;situation
4010798;Follow_Path;expectation
4010798;No Activity detected;hmm_compound
4010798;placement_Place_Outside;intent_placement
4010798;target_Place_Unknown;intent_target
4010799;next_Place_Unknown;intent_next
4010799;########;
4010823;No_Human;situation
4010823;Follow_Path;expectation
4010823;No Activity detected;hmm_compound
4010823;placement_Place_Outside;intent_placement
4010823;target_Place_Unknown;intent_target
4010824;next_Place_Unknown;intent_next
4010824;########;
4010846;No_Human;situation
4010847;Follow_Path;expectation
4010847;Standing_Unmoved;hmm_movement
4010847;No Activity detected;hmm_compound
4010847;placement_Place_Outside;intent_placement
4010848;target_Place_Unknown;intent_target
4010848;next_Place_Unknown;intent_next
4010848;########;
4010872;No_Human;situation
4010872;Follow_Path;expectation
